Postal,Name,medIncome
LA,Claiborne Parish,34274
LA,Concordia Parish,29891
LA,De Soto Parish,37379
LA,East Baton Rouge Parish,44911
LA,East Carroll Parish,25442
LA,East Feliciana Parish,42347
LA,Evangeline Parish,31736
LA,Franklin Parish,30105
LA,Grant Parish,38225
LA,Iberia Parish,40914
LA,Iberville Parish,40140
LA,Jackson Parish,36312
LA,Jefferson Parish,46500
LA,Jefferson Davis Parish,39246
LA,Lafayette Parish,48295
LA,Lafourche Parish,48436
LA,La Salle Parish,41563
LA,Lincoln Parish,36532
LA,Livingston Parish,53125
LA,Madison Parish,25565
LA,Morehouse Parish,29526
LA,Natchitoches Parish,32055
LA,Orleans Parish,36525
LA,Ouachita Parish,37728
LA,Plaquemines Parish,49781
LA,Pointe Coupee Parish,41277
LA,Rapides Parish,39693
LA,Red River Parish,32711
LA,Richland Parish,32646
LA,Sabine Parish,36604
LA,St. Bernard Parish,38700
LA,St. Charles Parish,54553
LA,St. Helena Parish,32936
LA,St. James Parish,45829
LA,St. John the Baptist Parish,45987
LA,St. Landry Parish,33466
LA,St. Martin Parish,39444
LA,St. Mary Parish,40193
LA,St. Tammany Parish,59389
LA,Tangipahoa Parish,37454
LA,Tensas Parish,26976
LA,Terrebonne Parish,47847
LA,Union Parish,36863
LA,Vermilion Parish,43498
LA,Vernon Parish,43752
LA,Washington Parish,30950
LA,Webster Parish,35861
LA,West Baton Rouge Parish,46783
LA,West Carroll Parish,32143
LA,West Feliciana Parish,48917
LA,Winn Parish,33447
ME,Maine,45882
ME,Androscoggin County,41831
ME,Aroostook County,36344
ME,Cumberland County,57424
ME,Franklin County,39034
ME,Hancock County,41106
ME,Kennebec County,44725
ME,Knox County,42593
ME,Lincoln County,45520
ME,Oxford County,38789
ME,Penobscot County,42602
ME,Piscataquis County,34420
ME,Sagadahoc County,52071
ME,Somerset County,36249
ME,Waldo County,37986
ME,Washington County,32847
ME,York County,54076
MD,Maryland,68933
MD,Allegany County,37083
MD,Anne Arundel County,80908
MD,Baltimore County,62300
MD,Calvert County,86536
MD,Caroline County,55480
MD,Carroll County,80291
MD,Cecil County,61506
MD,Charles County,83078
MD,Dorchester County,39630
MD,Frederick County,80216
MD,Garrett County,43637
MD,Harford County,71848
MD,Howard County,100992
MD,Kent County,49017
MD,Montgomery County,88559
MD,Prince George's County,69524
MD,Queen Anne's County,78503
MD,St. Mary's County,81559
MD,Somerset County,38134
MD,Talbot County,56806
MD,Washington County,51610
MD,Wicomico County,47702
MD,Worcester County,55492
MD,Baltimore city,38186
MA,Massachusetts,62133
MA,Barnstable County,54871
MA,Berkshire County,44792
MA,Bristol County,51361
MA,Dukes County,56320
MA,Essex County,61604
MA,Franklin County,49361
MA,Hampden County,46356
MA,Hampshire County,57558
MA,Middlesex County,75364
MA,Nantucket County,67969
MA,Norfolk County,79899
MA,Plymouth County,71555
MA,Suffolk County,49584
MA,Worcester County,61079
MI,Michigan,45354
MI,Alcona County,33853
MI,Alger County,36749
MI,Allegan County,45879
MI,Alpena County,36289
MI,Antrim County,42083
MI,Arenac County,34116
MI,Baraga County,38819
MI,Barry County,50062
MI,Bay County,43845
MI,Benzie County,43136
MI,Berrien County,40540
MI,Branch County,37629
MI,Calhoun County,42665
MI,Cass County,42420
MI,Charlevoix County,43530
MI,Cheboygan County,36508
MI,Chippewa County,36253
MI,Clare County,31882
MI,Clinton County,58790
MI,Crawford County,38661
MI,Delta County,39085
MI,Dickinson County,41657
MI,Eaton County,52300
MI,Emmet County,45875
MI,Genesee County,39271
MI,Gladwin County,36064
MI,Gogebic County,31998
MI,Grand Traverse County,47442
MI,Gratiot County,40227
MI,Hillsdale County,41360
MI,Houghton County,34828
MI,Huron County,38274
MI,Ingham County,43414
MI,Ionia County,42719
MI,Iosco County,33985
MI,Iron County,34911
MI,Isabella County,35644
MI,Jackson County,43465
MI,Kalamazoo County,43957
MI,Kalkaska County,38810
MI,Kent County,47897
MI,Keweenaw County,38768
MI,Lake County,28526
MI,Lapeer County,49759
MI,Leelanau County,55149
MI,Lenawee County,45887
MI,Livingston County,65729
MI,Luce County,35813
MI,Mackinac County,37072
MI,Macomb County,49348
MI,Manistee County,37479
MI,Marquette County,44239
MI,Mason County,38776
MI,Mecosta County,36193
MI,Menominee County,40253
MI,Midland County,50430
MI,Missaukee County,36931
MI,Monroe County,50777
MI,Montcalm County,36701
MI,Montmorency County,33294
MI,Muskegon County,39075
MI,Newaygo County,38846
MI,Oakland County,60392
MI,Oceana County,37629
MI,Ogemaw County,34595
MI,Ontonagon County,36566
MI,Osceola County,37840
MI,Oscoda County,31303
MI,Otsego County,43601
MI,Ottawa County,53454
MI,Presque Isle County,36376
MI,Roscommon County,32401
MI,Saginaw County,41714
MI,St. Clair County,44706
MI,St. Joseph County,41535
MI,Sanilac County,39646
MI,Schoolcraft County,37180
MI,Shiawassee County,45444
MI,Tuscola County,40808
MI,Van Buren County,43659
MI,Washtenaw County,56177
MI,Wayne County,39421
MI,Wexford County,36316
MN,Minnesota,55422
MN,Aitkin County,38646
MN,Anoka County,65732
MN,Becker County,43970
MN,Beltrami County,40308
MN,Benton County,49736
MN,Big Stone County,40829
MN,Blue Earth County,46835
MN,Brown County,43924
MN,Carlton County,48959
MN,Carver County,81935
MN,Cass County,40580
MN,Chippewa County,44717
MN,Chisago County,63237
MN,Clay County,48395
MN,Clearwater County,41913
MN,Cook County,43694
MN,Cottonwood County,44219
MN,Crow Wing County,45068
MN,Dakota County,69688
MN,Dodge County,60398
MN,Douglas County,48434
MN,Faribault County,44645
MN,Fillmore County,45476
MN,Freeborn County,42250
MN,Goodhue County,55687
MN,Grant County,44039
MN,Hennepin County,59252
MN,Houston County,50732
MN,Hubbard County,42021
MN,Isanti County,55431
MN,Itasca County,45813
MN,Jackson County,50251
MN,Kanabec County,42737
MN,Kandiyohi County,44926
MN,Kittson County,43980
MN,Koochiching County,41695
MN,Lac qui Parle County,44852
MN,Lake County,47499
MN,Lake of the Woods County,39391
MN,Le Sueur County,55946
MN,Lincoln County,43358
MN,Lyon County,49218
MN,McLeod County,53426
MN,Mahnomen County,35978
MN,Marshall County,47504
MN,Martin County,47910
MN,Meeker County,49784
MN,Mille Lacs County,41944
MN,Morrison County,42898
MN,Mower County,43122
MN,Murray County,50262
MN,Nicollet County,58065
MN,Nobles County,44777
MN,Norman County,41375
MN,Olmsted County,61362
MN,Otter Tail County,44096
MN,Pennington County,43256
MN,Pine County,42035
MN,Pipestone County,44880
MN,Polk County,46500
MN,Pope County,45149
MN,Ramsey County,50224
MN,Red Lake County,44964
MN,Redwood County,46906
MN,Renville County,49896
MN,Rice County,55905
MN,Rock County,44751
MN,Roseau County,47212
MN,St. Louis County,42087
MN,Scott County,78307
MN,Sherburne County,69699
MN,Sibley County,47048
MN,Stearns County,50195
MN,Steele County,51069
MN,Stevens County,48885
MN,Swift County,43357
MN,Todd County,40183
MN,Traverse County,41666
MN,Wabasha County,51702
MN,Wadena County,36412
MN,Waseca County,50149
MN,Washington County,77591
MN,Watonwan County,43699
MN,Wilkin County,48611
MN,Winona County,42113
MN,Wright County,66714
MN,Yellow Medicine County,46595
MS,Mississippi,36992
MS,Adams County,28587
MS,Alcorn County,33299
MS,Amite County,31799
MS,Attala County,29317
MS,Benton County,27586
MS,Bolivar County,28984
MS,Calhoun County,30281
MS,Carroll County,34436
MS,Chickasaw County,31702
MS,Choctaw County,31632
MS,Claiborne County,22750
MS,Clarke County,31999
MS,Clay County,30777
MS,Coahoma County,25719
MS,Copiah County,31275
MS,Covington County,32900
MS,DeSoto County,58979
MS,Forrest County,32555
MS,Franklin County,32375
MS,George County,43487
MS,Greene County,37348
MS,Grenada County,32715
MS,Hancock County,42255
MS,Harrison County,41522
MS,Hinds County,37265
MS,Holmes County,22536
MS,Humphreys County,24205
MS,Issaquena County,27124
MS,Itawamba County,37134
MS,Jackson County,45766
MS,Jasper County,32501
MS,Jefferson County,24671
MS,Jefferson Davis County,27988
MS,Jones County,35696
MS,Kemper County,27711
MS,Lafayette County,38725
MS,Lamar County,49742
MS,Lauderdale County,34199
MS,Lawrence County,36844
MS,Leake County,31672
MS,Lee County,41026
MS,Leflore County,26037
MS,Lincoln County,35523
MS,Lowndes County,35774
MS,Madison County,57089
MS,Marion County,31026
MS,Marshall County,35443
MS,Monroe County,34468
MS,Montgomery County,30197
MS,Neshoba County,34698
MS,Newton County,34123
MS,Noxubee County,24699
MS,Oktibbeha County,33008
MS,Panola County,32377
MS,Pearl River County,39424
MS,Perry County,34470
MS,Pike County,29601
MS,Pontotoc County,37493
MS,Prentiss County,33940
MS,Quitman County,25507
MS,Rankin County,51007
MS,Scott County,32711
MS,Sharkey County,24987
MS,Simpson County,34843
MS,Smith County,36912
MS,Stone County,37975
MS,Sunflower County,26921
MS,Tallahatchie County,27352
MS,Tate County,41465
MS,Tippah County,33223
MS,Tishomingo County,33775
MS,Tunica County,29808
MS,Union County,37403
MS,Walthall County,30278
MS,Warren County,37578
MS,Washington County,25559
MS,Wayne County,32355
MS,Webster County,32798
MS,Wilkinson County,27622
MS,Winston County,31021
MS,Yalobusha County,31644
MS,Yazoo County,28474
MO,Missouri,44306
MO,Adair County,32015
MO,Andrew County,53150
MO,Atchison County,43587
MO,Audrain County,40899
MO,Barry County,34838
MO,Barton County,36851
MO,Bates County,39265
MO,Benton County,30920
MO,Bollinger County,36972
MO,Boone County,42202
MO,Buchanan County,41210
MO,Butler County,32919
MO,Caldwell County,39216
MO,Callaway County,47098
MO,Camden County,42955
MO,Cape Girardeau County,44569
MO,Carroll County,39071
MO,Carter County,28524
MO,Cass County,57368
MO,Cedar County,31542
MO,Chariton County,39800
MO,Christian County,48041
MO,Clark County,36809
MO,Clay County,55835
MO,Clinton County,51846
MO,Cole County,52835
MO,Cooper County,41925
MO,Crawford County,34555
MO,Dade County,33452
MO,Dallas County,37589
MO,Daviess County,38279
MO,DeKalb County,41804
MO,Dent County,34327
MO,Douglas County,29830
MO,Dunklin County,29372
MO,Franklin County,47530
MO,Gasconade County,39688
MO,Gentry County,35755
MO,Greene County,38059
MO,Grundy County,35017
MO,Harrison County,34324
MO,Henry County,37016
MO,Hickory County,27957
MO,Holt County,39141
MO,Howard County,39383
MO,Howell County,33211
MO,Iron County,33059
MO,Jackson County,44620
MO,Jasper County,37565
MO,Jefferson County,52841
MO,Johnson County,43327
MO,Knox County,33076
MO,Laclede County,35688
MO,Lafayette County,45621
MO,Lawrence County,38800
MO,Lewis County,36501
MO,Lincoln County,50307
MO,Linn County,35323
MO,Livingston County,39821
MO,McDonald County,33352
MO,Macon County,37130
MO,Madison County,33841
MO,Maries County,38877
MO,Marion County,39975
MO,Mercer County,35184
MO,Miller County,34266
MO,Mississippi County,30252
MO,Moniteau County,44475
MO,Monroe County,36950
MO,Montgomery County,38145
MO,Morgan County,34374
MO,New Madrid County,32921
MO,Newton County,40955
MO,Nodaway County,39823
MO,Oregon County,27646
MO,Osage County,49058
MO,Ozark County,28709
MO,Pemiscot County,28152
MO,Perry County,43200
MO,Pettis County,36882
MO,Phelps County,39765
MO,Pike County,37169
MO,Platte County,67791
MO,Polk County,34837
MO,Pulaski County,48374
MO,Putnam County,32643
MO,Ralls County,43763
MO,Randolph County,37537
MO,Ray County,50278
MO,Reynolds County,29819
MO,Ripley County,29213
MO,St. Charles County,65281
MO,St. Clair County,30998
MO,Ste. Genevieve County,48031
MO,St. Francois County,35630
MO,St. Louis County,55290
MO,Saline County,37537
MO,Schuyler County,31978
MO,Scotland County,36272
MO,Scott County,37457
MO,Shannon County,26600
MO,Shelby County,37829
MO,Stoddard County,35994
MO,Stone County,37788
MO,Sullivan County,33932
MO,Taney County,34281
MO,Texas County,32076
MO,Vernon County,34985
MO,Warren County,49157
MO,Washington County,32823
MO,Wayne County,28626
MO,Webster County,42966
MO,Worth County,34246
MO,Wright County,29608
MO,St. Louis city,32767
MT,Montana,42303
MT,Beaverhead County,35952
MT,Big Horn County,34507
MT,Blaine County,31724
MT,Broadwater County,40730
MT,Carbon County,42256
MT,Carter County,34240
MT,Cascade County,41827
MT,Chouteau County,38434
MT,Custer County,39469
MT,Daniels County,39453
MT,Dawson County,44548
MT,Deer Lodge County,36135
MT,Fallon County,48347
MT,Fergus County,37669
MT,Flathead County,42278
MT,Gallatin County,49354
MT,Garfield County,36638
MT,Glacier County,32460
MT,Golden Valley County,33265
MT,Granite County,36448
MT,Hill County,39678
MT,Jefferson County,58241
MT,Judith Basin County,35631
MT,Lake County,35558
MT,Lewis and Clark County,50889
MT,Liberty County,31851
MT,Lincoln County,33908
MT,McCone County,39062
MT,Madison County,42174
MT,Meagher County,29026
MT,Mineral County,33333
MT,Missoula County,44084
MT,Musselshell County,36188
MT,Park County,37835
MT,Petroleum County,29656
MT,Phillips County,36144
MT,Pondera County,35091
MT,Powder River County,36550
MT,Powell County,36872
MT,Prairie County,32963
MT,Ravalli County,39409
MT,Richland County,49444
MT,Roosevelt County,35141
MT,Rosebud County,44683
MT,Sanders County,30710
MT,Sheridan County,40974
MT,Silver Bow County,37851
MT,Stillwater County,51830
MT,Sweet Grass County,41211
MT,Teton County,39076
MT,Toole County,44175
MT,Treasure County,39931
MT,Valley County,40522
MT,Wheatland County,29187
MT,Wibaux County,37508
MT,Yellowstone County,48059
NE,Nebraska,48415
NE,Adams County,45149
NE,Antelope County,40652
NE,Arthur County,34804
NE,Banner County,37151
NE,Blaine County,31119
NE,Boone County,42265
NE,Box Butte County,47640
NE,Boyd County,34564
NE,Brown County,34659
NE,Buffalo County,45307
NE,Burt County,44360
NE,Butler County,47490
NE,Cass County,59392
NE,Cedar County,43923
NE,Chase County,43271
NE,Cherry County,38977
NE,Cheyenne County,49417
NE,Clay County,46199
NE,Colfax County,45039
NE,Cuming County,45234
NE,Custer County,39801
NE,Dakota County,43351
NE,Dawes County,36333
NE,Dawson County,43899
NE,Deuel County,40325
NE,Dixon County,43505
NE,Dodge County,41435
NE,Douglas County,50270
NE,Dundy County,37071
NE,Fillmore County,47551
NE,Franklin County,39516
NE,Frontier County,40359
NE,Furnas County,39234
NE,Gage County,45169
NE,Garden County,32677
NE,Garfield County,34998
NE,Gosper County,49286
NE,Grant County,40151
NE,Greeley County,34968
NE,Hall County,46807
NE,Hamilton County,55535
NE,Harlan County,45732
NE,Hayes County,40125
NE,Hitchcock County,36329
NE,Holt County,44835
NE,Hooker County,34687
NE,Howard County,45091
NE,Jefferson County,41131
NE,Johnson County,42038
NE,Kearney County,53293
NE,Keith County,41493
NE,Keya Paha County,31764
NE,Kimball County,40455
NE,Knox County,36806
NE,Lancaster County,50197
NE,Lincoln County,46616
NE,Logan County,42257
NE,Loup County,34805
NE,McPherson County,33950
NE,Madison County,43491
NE,Merrick County,43244
NE,Morrill County,40465
NE,Nance County,41950
NE,Nemaha County,45292
NE,Nuckolls County,36985
NE,Otoe County,48980
NE,Pawnee County,34294
NE,Perkins County,45820
NE,Phelps County,49532
NE,Pierce County,45521
NE,Platte County,52031
NE,Polk County,48665
NE,Red Willow County,40830
NE,Richardson County,37980
NE,Rock County,34679
NE,Saline County,43489
NE,Sarpy County,69501
NE,Saunders County,55070
NE,Scotts Bluff County,40088
NE,Seward County,55507
NE,Sheridan County,36228
NE,Sherman County,37852
NE,Sioux County,40362
NE,Stanton County,50352
NE,Thayer County,41488
NE,Thomas County,35901
NE,Thurston County,36343
NE,Valley County,38036
NE,Washington County,65554
NE,Wayne County,43061
NE,Webster County,37647
NE,Wheeler County,34357
NE,York County,46247
NV,Nevada,50987
NV,Churchill County,48235
NV,Clark County,51427
NV,Douglas County,57176
NV,Elko County,66210
NV,Esmeralda County,40929
NV,Eureka County,58391
NV,Humboldt County,59960
NV,Lander County,70176
NV,Lincoln County,42637
NV,Lyon County,47108
NV,Mineral County,39940
NV,Nye County,41054
NV,Pershing County,44684
NV,Storey County,57763
NV,Washoe County,50839
NV,White Pine County,49376
NV,Carson City,49386
NH,New Hampshire,60917
NH,Belknap County,53851
NH,Carroll County,48236
NH,Cheshire County,49126
NH,Coos County,37708
NH,Grafton County,50834
NH,Hillsborough County,67650
NH,Merrimack County,60932
NH,Rockingham County,73402
NH,Strafford County,52527
NH,Sullivan County,50549
NJ,New Jersey,67719
NJ,Atlantic County,51457
NJ,Bergen County,77059
NJ,Burlington County,73788
NJ,Camden County,56939
NJ,Cape May County,51585
NJ,Cumberland County,49964
NJ,Essex County,52288
NJ,Gloucester County,70012
NJ,Hudson County,53547
NJ,Hunterdon County,97532
NJ,Mercer County,70228
NJ,Middlesex County,75890
NJ,Monmouth County,80462
NJ,Morris County,91403
NJ,Ocean County,56924
NJ,Passaic County,53363
NJ,Salem County,55274
NJ,Somerset County,93777
NJ,Sussex County,81330
NJ,Union County,65937
NJ,Warren County,69658
NM,New Mexico,42186
NM,Bernalillo County,47405
NM,Catron County,28427
NM,Chaves County,34681
NM,Cibola County,33782
NM,Colfax County,36468
NM,Curry County,36085
NM,DeBaca County,31442
NM,Dona Ana County,35584
NM,Eddy County,43240
NM,Grant County,36756
NM,Guadalupe County,28402
NM,Harding County,30941
NM,Hidalgo County,30280
NM,Lea County,43171
NM,Lincoln County,38623
NM,Los Alamos County,105987
NM,Luna County,27257
NM,McKinley County,29473
NM,Mora County,29321
NM,Otero County,36628
NM,Quay County,27856
NM,Rio Arriba County,36570
NM,Roosevelt County,33068
NM,Sandoval County,52778
NM,San Juan County,44155
NM,San Miguel County,31762
NM,Santa Fe County,48507
NM,Sierra County,26240
NM,Socorro County,31254
NM,Taos County,32940
NM,Torrance County,36588
NM,Union County,33195
NM,Valencia County,40552
NY,New York,54047
NY,Albany County,53783
NY,Allegany County,41384
NY,Bronx County,32674
NY,Broome County,43920
NY,Cattaraugus County,41266
NY,Cayuga County,48453
NY,Chautauqua County,39981
NY,Chemung County,46130
NY,Chenango County,41418
NY,Clinton County,44193
NY,Columbia County,50620
NY,Cortland County,41903
NY,Delaware County,40252
NY,Dutchess County,68831
NY,Erie County,46773
NY,Essex County,42053
NY,Franklin County,41062
NY,Fulton County,39939
NY,Genesee County,47387
NY,Greene County,45070
NY,Hamilton County,45474
NY,Herkimer County,42876
NY,Jefferson County,43448
NY,Kings County,42047
NY,Lewis County,41093
NY,Livingston County,50094
NY,Madison County,50270
NY,Monroe County,49564
NY,Montgomery County,40035
NY,Nassau County,90294
NY,New York County,63188
NY,Niagara County,44006
NY,Oneida County,46409
NY,Onondaga County,50298
NY,Ontario County,53137
NY,Orange County,65512
NY,Orleans County,44783
NY,Oswego County,44371
NY,Otsego County,42837
NY,Putnam County,82585
NY,Queens County,52486
NY,Rensselaer County,51720
NY,Richmond County,69163
NY,Rockland County,79798
NY,St. Lawrence County,40008
NY,Saratoga County,65508
NY,Schenectady County,52062
NY,Schoharie County,47350
NY,Schuyler County,46870
NY,Seneca County,45961
NY,Steuben County,45231
NY,Suffolk County,81235
NY,Sullivan County,43882
NY,Tioga County,50043
NY,Tompkins County,50156
NY,Ulster County,51194
NY,Warren County,50269
NY,Washington County,46629
NY,Wayne County,50213
NY,Westchester County,76993
NY,Wyoming County,46846
NY,Yates County,43820
NC,North Carolina,43417
NC,Alamance County,41519
NC,Alexander County,40441
NC,Alleghany County,32210
NC,Anson County,32268
NC,Ashe County,31965
NC,Avery County,35568
NC,Beaufort County,38194
NC,Bertie County,30586
NC,Bladen County,31637
NC,Brunswick County,44186
NC,Buncombe County,42846
NC,Burke County,38541
NC,Cabarrus County,49355
NC,Caldwell County,36860
NC,Camden County,59522
NC,Carteret County,43356
NC,Caswell County,37115
NC,Catawba County,41782
NC,Chatham County,53958
NC,Cherokee County,32963
NC,Chowan County,36176
NC,Clay County,35314
NC,Cleveland County,38392
NC,Columbus County,32518
NC,Craven County,41791
NC,Cumberland County,43356
NC,Currituck County,53939
NC,Dare County,50203
NC,Davidson County,40618
NC,Davie County,46957
NC,Duplin County,34672
NC,Durham County,48023
NC,Edgecombe County,33146
NC,Forsyth County,44443
NC,Franklin County,45592
NC,Gaston County,40332
NC,Gates County,43010
NC,Graham County,31863
NC,Granville County,45828
NC,Greene County,38428
NC,Guilford County,42415
NC,Halifax County,30861
NC,Harnett County,40956
NC,Haywood County,39987
NC,Henderson County,43589
NC,Hertford County,32410
NC,Hoke County,43679
NC,Hyde County,35206
NC,Iredell County,46576
NC,Jackson County,36741
NC,Johnston County,46922
NC,Jones County,38578
NC,Lee County,41999
NC,Lenoir County,36455
NC,Lincoln County,45332
NC,McDowell County,34383
NC,Macon County,36229
NC,Madison County,36158
NC,Martin County,34814
NC,Mecklenburg County,52363
NC,Mitchell County,35032
NC,Montgomery County,34608
NC,Moore County,47705
NC,Nash County,42315
NC,New Hanover County,46129
NC,Northampton County,32168
NC,Onslow County,41969
NC,Orange County,51434
NC,Pamlico County,41442
NC,Pasquotank County,39381
NC,Pender County,43573
NC,Perquimans County,40772
NC,Person County,42621
NC,Pitt County,39519
NC,Polk County,44756
NC,Randolph County,39648
NC,Richmond County,31568
NC,Robeson County,30627
NC,Rockingham County,38063
NC,Rowan County,38658
NC,Rutherford County,35057
NC,Sampson County,37047
NC,Scotland County,31805
NC,Stanly County,42854
NC,Stokes County,43178
NC,Surry County,36622
NC,Swain County,36109
NC,Transylvania County,40652
NC,Tyrrell County,31732
NC,Union County,64486
NC,Vance County,34000
NC,Wake County,61594
NC,Warren County,32574
NC,Washington County,33293
NC,Watauga County,38923
NC,Wayne County,40274
NC,Wilkes County,34886
NC,Wilson County,36645
NC,Yadkin County,41095
NC,Yancey County,36934
ND,North Dakota,48878
ND,Adams County,40082
ND,Barnes County,45884
ND,Benson County,32884
ND,Billings County,50921
ND,Bottineau County,48504
ND,Bowman County,49656
ND,Burke County,49575
ND,Burleigh County,55565
ND,Cass County,50932
ND,Cavalier County,47456
ND,Dickey County,42517
ND,Divide County,48992
ND,Dunn County,49682
ND,Eddy County,39557
ND,Emmons County,36823
ND,Foster County,46599
ND,Golden Valley County,38425
ND,Grand Forks County,45258
ND,Grant County,33842
ND,Griggs County,42126
ND,Hettinger County,42943
ND,Kidder County,34978
ND,LaMoure County,50019
ND,Logan County,38380
ND,McHenry County,40157
ND,McIntosh County,34285
ND,McKenzie County,51641
ND,McLean County,52457
ND,Mercer County,63921
ND,Morton County,49798
ND,Mountrail County,49694
ND,Nelson County,41291
ND,Oliver County,55742
ND,Pembina County,48378
ND,Pierce County,38030
ND,Ramsey County,44795
ND,Ransom County,48302
ND,Renville County,56123
ND,Richland County,48821
ND,Rolette County,31725
ND,Sargent County,49830
ND,Sheridan County,35771
ND,Sioux County,28338
ND,Slope County,47210
ND,Stark County,49736
ND,Steele County,52558
ND,Stutsman County,46466
ND,Towner County,47502
ND,Traill County,50061
ND,Walsh County,46938
ND,Ward County,46952
ND,Wells County,42540
ND,Williams County,56689
OH,Ohio,45151
OH,Adams County,33549
OH,Allen County,41196
OH,Ashland County,41734
OH,Ashtabula County,38762
OH,Athens County,35557
OH,Auglaize County,50103
OH,Belmont County,37913
OH,Brown County,41892
OH,Butler County,54359
OH,Carroll County,39414
OH,Champaign County,46577
OH,Clark County,40524
OH,Clermont County,56628
OH,Clinton County,44324
OH,Columbiana County,36985
OH,Coshocton County,37227
OH,Crawford County,39467
OH,Cuyahoga County,41407
OH,Darke County,42023
OH,Defiance County,45792
OH,Delaware County,85628
OH,Erie County,43935
OH,Fairfield County,55805
OH,Fayette County,40250
OH,Franklin County,47621
OH,Fulton County,49909
OH,Gallia County,37923
OH,Geauga County,63172
OH,Greene County,52056
OH,Guernsey County,35654
OH,Hamilton County,46359
OH,Hancock County,49918
OH,Hardin County,40710
OH,Harrison County,36074
OH,Henry County,46136
OH,Highland County,38643
OH,Hocking County,40017
OH,Holmes County,39917
OH,Huron County,44632
OH,Jackson County,36791
OH,Jefferson County,36800
OH,Knox County,46937
OH,Lake County,52854
OH,Lawrence County,36551
OH,Licking County,51247
OH,Logan County,44436
OH,Lorain County,50092
OH,Lucas County,39200
OH,Madison County,48295
OH,Mahoning County,38205
OH,Marion County,41314
OH,Medina County,63582
OH,Meigs County,33194
OH,Mercer County,48521
OH,Miami County,49195
OH,Monroe County,38015
OH,Montgomery County,40885
OH,Morgan County,35634
OH,Morrow County,47080
OH,Muskingum County,40485
OH,Noble County,38013
OH,Ottawa County,50707
OH,Paulding County,43791
OH,Perry County,39387
OH,Pickaway County,49926
OH,Pike County,35051
OH,Portage County,49287
OH,Preble County,47615
OH,Putnam County,53920
OH,Richland County,41462
OH,Ross County,41318
OH,Sandusky County,44346
OH,Scioto County,35860
OH,Seneca County,42642
OH,Shelby County,46062
OH,Stark County,42805
OH,Summit County,45768
OH,Trumbull County,40389
OH,Tuscarawas County,39580
OH,Union County,63233
OH,Van Wert County,44338
OH,Vinton County,34977
OH,Warren County,67172
OH,Washington County,41231
OH,Wayne County,46157
OH,Williams County,41791
OH,Wood County,49344
OH,Wyandot County,43753
OK,Oklahoma,42076
OK,Adair County,30190
OK,Alfalfa County,35615
OK,Atoka County,33304
OK,Beaver County,48158
OK,Beckham County,41277
OK,Blaine County,44558
OK,Bryan County,36925
OK,Caddo County,36077
OK,Canadian County,57018
OK,Carter County,37316
OK,Cherokee County,33393
OK,Choctaw County,29476
OK,Cimarron County,36183
OK,Cleveland County,51468
OK,Coal County,33472
OK,Comanche County,43394
OK,Cotton County,39941
OK,Craig County,36407
OK,Creek County,41331
OK,Custer County,40741
OK,Delaware County,32878
OK,Dewey County,39731
OK,Ellis County,40851
OK,Garfield County,38827
OK,Garvin County,37689
OK,Grady County,44036
OK,Grant County,37938
OK,Greer County,33199
OK,Harmon County,28914
OK,Harper County,41437
OK,Haskell County,32551
OK,Hughes County,30699
OK,Jackson County,39565
OK,Jefferson County,29992
OK,Johnston County,32247
OK,Kay County,38775
OK,Kingfisher County,48255
OK,Kiowa County,31850
OK,Latimer County,35306
OK,Le Flore County,33624
OK,Lincoln County,40076
OK,Logan County,49006
OK,Love County,41784
OK,McClain County,51767
OK,McCurtain County,30708
OK,McIntosh County,33771
OK,Major County,44736
OK,Marshall County,34924
OK,Mayes County,40253
OK,Murray County,39629
OK,Muskogee County,38528
OK,Noble County,41580
OK,Nowata County,38040
OK,Okfuskee County,31423
OK,Oklahoma County,42758
OK,Okmulgee County,36119
OK,Osage County,41589
OK,Ottawa County,34998
OK,Pawnee County,38550
OK,Payne County,36874
OK,Pittsburg County,38154
OK,Pontotoc County,38514
OK,Pottawatomie County,38259
OK,Pushmataha County,30070
OK,Roger Mills County,44595
OK,Rogers County,56107
OK,Seminole County,33080
OK,Sequoyah County,35250
OK,Stephens County,40996
OK,Texas County,44313
OK,Tillman County,30364
OK,Tulsa County,44231
OK,Wagoner County,56216
OK,Washington County,45957
OK,Washita County,40523
OK,Woods County,37981
OK,Woodward County,48584
OR,Oregon,46536
OR,Baker County,37868
OR,Benton County,49156
OR,Clackamas County,57960
OR,Clatsop County,44234
OR,Columbia County,50707
OR,Coos County,36216
OR,Crook County,39867
OR,Curry County,36994
OR,Deschutes County,46631
OR,Douglas County,36991
OR,Gilliam County,45827
OR,Grant County,36792
OR,Harney County,36441
OR,Hood River County,49490
OR,Jackson County,40603
OR,Jefferson County,40888
OR,Josephine County,36102
OR,Klamath County,37370
OR,Lake County,36167
OR,Lane County,40545
OR,Lincoln County,38302
OR,Linn County,43019
OR,Malheur County,32412
OR,Marion County,44725
OR,Morrow County,45652
OR,Multnomah County,48018
OR,Polk County,49504
OR,Sherman County,49295
OR,Tillamook County,40797
OR,Umatilla County,43691
OR,Union County,41192
OR,Wallowa County,38522
OR,Wasco County,41711
OR,Washington County,60555
OR,Wheeler County,31983
OR,Yamhill County,50288
PA,Pennsylvania,49245
PA,Adams County,54415
PA,Allegheny County,47490
PA,Armstrong County,42711
