"lon"	"lat"	"depth"	"mag"	"ids"
"3747"	-151.181	63.2572	10.1	1.7	"ak11534863"
"3748"	-122.868	38.8295	3.06	0.8	"nc72416270"
"3749"	-155.321	19.3375	4	1.3	"hv60878576"
"3750"	-121.639	37.2583	6.73	2.63	"nc72416265"
"3751"	-121.073	36.5703	10.16	1.05	"nc72416260"
"3752"	-146.934	61.1552	0	1.4	"ak11534856"
"3753"	-155.214	19.3502	8.2	1.4	"hv60878631"
"3754"	-121.073	40.167	7	2.14	"nn00487855"
"3755"	-151.683	63.9455	8.4	1.1	"ak11538067"
"3756"	-115.665	37.0923	0	0.4	"nn00487854"
"3757"	-118.941	37.661	4.04	0.64	"nc72416245"
"3758"	-122.83	38.8128	3.14	0.18	"nc72416240"
"3759"	-122.774	38.8373	2.93	0.44	"nc72416230"
"3760"	-150.176	62.2638	6.1	1.2	"ak11534804"
"3761"	-149.615	62.5259	59.5	0.9	"ak11534803"
"3762"	-147.781	61.2974	0	1.1	"ak11534802"
"3763"	-116.574	33.4693	8.91	0.51	"ci37346480"
"3764"	-150.764	62.0131	2.6	0.9	"ak11534800"
"3765"	-143.273	60.4755	5	0.8	"ak11534795"
"3766"	-110.542	44.7477	7.03	1.55	"uu60105222"
"3767"	-122.717	38.7513	1.8	1.05	"nc72416220"
"3768"	-116.935	33.6603	9.35	1.26	"ci37346456"
"3769"	-123.057	38.9842	5.5	1.58	"nc72416215"
"3770"	-149.348	64.3855	11.8	1	"ak11534733"
"3771"	-149.808	61.4936	36.6	1.1	"ak11534729"
"3772"	-121.282	36.7778	9.78	1.02	"nc72416210"
"3773"	-122.824	38.8155	2.49	0.69	"nc72416200"
"3774"	-151.043	61.2076	4.7	1.2	"ak11534728"
"3775"	-117.913	35.9987	5.11	0.37	"ci37346424"
"3776"	-116.563	33.4752	8.56	0.85	"ci37346416"
"3777"	-149.173	62.7192	64	1.1	"ak11534693"
"3778"	-116.567	33.4727	9.49	1.44	"ci37346408"
"3779"	-141.177	60.2529	11.7	0.9	"ak11534684"
"3780"	-116.437	37.0601	9.5899	0.04	"nn00487836"
"3781"	-153.117	59.9261	110.1	2.1	"ak11534682"
"3782"	-122.802	38.8372	2.49	0.56	"nc72416195"
"3783"	-150.426	63.2053	107.6	0.9	"ak11538054"
"3784"	-122.763	38.791	1.8	0.52	"nc72416190"
"3785"	-147.591	62.1563	38.8	0.7	"ak11538053"
"3786"	-122.801	38.8385	2.27	0.81	"nc72416185"
"3787"	-122.801	38.8355	3.13	2.2	"nc72416180"
"3788"	-117.252	37.1226	15.9415	0.27	"nn00488120"
"3789"	-116.511	33.5187	14.7	0.6	"ci37346384"
"3790"	-150.414	63.1356	108	1.1	"ak11545596"
"3791"	-98.1079	36.737	5.686	2.7	"us10001pu3"
"3792"	-116.03	33.9355	2.39	1.28	"ci37346376"
"3793"	-117.661	35.9647	3.46	1.68	"ci37346368"
"3794"	-119.632	41.8831	9.0039	2.35	"nn00487840"
"3795"	-150.531	60.2898	38.5	1.4	"ak11534647"
"3796"	-151.027	65.776	1.3	1.4	"ak11534644"
"3797"	-124.323	40.3987	27.91	2.16	"nc72416170"
"3798"	-122.802	38.8052	2.43	0.53	"nc72416165"
"3799"	-155.428	58.1818	1	0.8	"ak11538047"
"3800"	-116.766	33.6543	14.95	1.8	"ci37346360"
"3801"	-155.402	58.1801	1.5	1.1	"ak11538046"
"3802"	-150.12	62.2244	17.6	0.8	"ak11534594"
"3803"	-112.536	46.885	14.7	1.9	"mb15731706"
"3804"	-116.467	33.4677	13.7	0.49	"ci37346352"
"3805"	-115.292	37.185	0	0.46	"nn00487878"
"3806"	-116.57	33.4682	7.49	0.55	"ci37346344"
"3807"	-151.165	62.9505	124.6	1.2	"ak11538044"
"3808"	-116.506	33.5187	14.78	0.6	"ci37346336"
"3809"	-116.445	33.4782	14.36	0.54	"ci37346328"
"3810"	-119.661	41.8493	7.357	1.08	"nn00488076"
"3811"	-122.768	38.827	1.24	0.22	"nc72416150"
"3812"	-122.768	38.8265	1.17	0.8	"nc72416145"
"3813"	-148.181	60.3443	15	1.2	"ak11534591"
"3814"	-151.182	62.9545	120.4	1	"ak11538041"
"3815"	-149.04	61.9557	38.4	1.5	"ak11534587"
"3816"	-117.113	37.3415	21.5647	0.27	"nn00488073"
"3817"	-120.017	39.6566	5.0269	0.9	"nn00487829"
"3818"	-121.994	37.2457	5.88	1.93	"nc72416135"
"3819"	-140.903	60.18	15.2	0.6	"ak11534585"
"3820"	-150.276	64.1294	13.8	0.6	"ak11534584"
"3821"	-152.168	63.2234	5.2	1.4	"ak11534550"
"3822"	-116.828	33.7133	16.39	1.03	"ci37346320"
"3823"	-155.634	19.407	1.1	2.1	"hv60878471"
"3824"	-117.617	36.0327	1.71	1.96	"ci37346312"
"3825"	-116.571	33.4682	8.3	0.06	"ci37346304"
"3826"	-151.003	63.5415	10.4	0.5	"ak11534582"
"3827"	-122.807	38.8363	2.77	0.68	"nc72416125"
"3828"	-117.852	36.0938	2.29	0.13	"ci37346296"
"3829"	-122.827	38.8107	3.08	0.56	"nc72416120"
"3830"	-117.665	35.9585	1.1	0.67	"ci37346288"
"3831"	-122.719	38.7562	1.46	0.56	"nc72416115"
"3832"	-110.542	44.752	7.18	2.19	"uu60105207"
"3833"	-97.9726	36.7591	7.21	3.5	"us10001prk"
"3834"	-117.76	34.4345	5.98	0.66	"ci37346280"
"3835"	-151.125	63.5437	12.2	0.6	"ak11534561"
"3836"	-143.141	60.4923	8.2	0.5	"ak11534559"
"3837"	-148.384	62.2251	15	0.8	"ak11534554"
"3838"	-119.275	38.3121	12.1588	1.16	"nn00487824"
"3839"	-149.004	63.0765	15.1	0.6	"ak11534553"
"3840"	-122.793	38.8107	3.72	0.23	"nc72416105"
"3841"	-155.6	19.4582	2.3	1.2	"hv60878451"
"3842"	-119.632	41.885	7.0525	2.7	"nn00487822"
"3843"	-149.611	63.6984	123.4	0.9	"ak11534539"
"3844"	-152.379	64.5497	24.4	1.4	"ak11534537"
"3845"	-116.362	33.942	7.22	1.52	"ci37346264"
"3846"	-119.64	41.8619	9.1332	2.32	"nn00487820"
"3847"	-97.2441	35.6441	5	2.8	"us200025bg"
"3848"	-152.756	59.9518	82.2	1.1	"ak11538023"
"3849"	-121.908	46.6625	1.63	0.39	"uw60987511"
"3850"	-122.784	38.8358	2.11	0.81	"nc72416090"
"3851"	-118.93	37.6387	8.14	0.32	"nc72416085"
"3852"	-122.826	38.8395	2.91	1.09	"nc72416080"
"3853"	-117.658	35.9582	1.1	1	"ci37346256"
"3854"	-147.301	61.6104	29.2	0.9	"ak11534517"
"3855"	-118.384	38.2305	8.8368	1.06	"nn00487819"
"3856"	-150.482	63.2435	122.5	1.6	"ak11534510"
"3857"	-122.292	46.6478	19.92	0.74	"uw60987501"
"3858"	-117.3	34.0478	17.35	1.16	"ci37346248"
"3859"	-119.719	39.2317	8.9072	0.69	"nn00487838"
"3860"	-116.72	33.7133	20.35	0.2	"ci37346240"
"3861"	-116.565	33.4688	10.06	1.1	"ci37346232"
"3862"	-119.639	41.8767	9.7476	1.67	"nn00487825"
"3863"	-155.426	19.4917	8.8	1.1	"hv60878376"
"3864"	-116.705	33.6572	16.23	0.82	"ci37346224"
"3865"	-117.221	34.0058	18.09	0.82	"ci37346216"
"3866"	-150.648	61.5181	56.2	1.1	"ak11534483"
"3867"	179.558	51.9575	0.1	0.7	"ak11534482"
"3868"	-155.631	19.4082	3	0.7	"hv60878346"
"3869"	-155.636	19.4095	3.8	0.7	"hv60878336"
"3870"	-116.918	35.7568	0.38	2.16	"ci37346208"
"3871"	-155.622	19.4057	0	1.1	"hv60878331"
"3872"	-110.546	44.7393	4.33	2.02	"uu60105192"
"3873"	-116.713	34.006	16.58	0.82	"ci37346200"
"3874"	-141.38	60.2346	0	1.2	"ak11534476"
"3875"	-123.27	39.4092	6.72	1.57	"nc72416065"
"3876"	-147.507	65.0128	-1.2	0.4	"ak11534475"
"3877"	-99.0004	36.5224	5	2.6	"us10001qz6"
"3878"	-141.206	60.2313	0	1.4	"ak11534473"
"3879"	-149.087	61.7892	15.6	0.7	"ak11534472"
"3880"	-120.217	39.4032	10.058	0.27	"nn00488065"
"3881"	-96.9352	36.4189	5.408	2.9	"us10001qz5"
"3882"	-155.23	19.3633	30.6	1.5	"hv60878301"
"3883"	-152.128	62.1452	109	2.2	"ak11534459"
"3884"	-149.296	63.3946	90.2	0.6	"ak11534458"
"3885"	-145.87	61.3829	19	1.5	"ak11534453"
"3886"	-121.511	40.3642	4.23	0.34	"nc72416055"
"3887"	-119.629	41.8793	8.6302	1.34	"nn00487808"
"3888"	-150.747	63.1742	122.7	1	"ak11538007"
"3889"	-148.68	64.534	12.4	0.4	"ak11534452"
"3890"	-155.124	19.3273	4.8	1.3	"hv60878276"
"3891"	-147.557	63.5486	13.3	1.2	"ak11534449"
"3892"	-122.743	38.7895	3.1	0.16	"nc72416035"
"3893"	-97.8878	37.0533	6.2	2	"us10001ppn"
"3894"	-122.71	38.752	1.44	1.11	"nc72416030"
"3895"	-149.693	62.0104	41.3	1	"ak11534444"
"3896"	-117.598	36.0562	2.53	0.83	"ci37346160"
"3897"	-116.573	33.4715	9.56	1.11	"ci37346152"
"3898"	-119.683	41.8537	7.2006	1.28	"nn00487826"
"3899"	-119.618	41.8503	6.4279	1.51	"nn00487805"
"3900"	-116.572	33.473	9.56	0.97	"ci37359800"
"3901"	-119.63	41.8729	8.3652	2.02	"nn00487797"
"3902"	-122.736	38.7898	2.6	0.84	"nc72415995"
"3903"	-150.014	63.5744	133.6	1	"ak11534431"
"3904"	-118.095	35.6847	8.11	1.18	"ci37346128"
"3905"	-122.767	38.8217	3.04	0.71	"nc72415970"
"3906"	-150.961	61.4404	65.6	1.7	"ak11534424"
"3907"	-122.718	38.869	2.59	1.42	"nc72415965"
"3908"	-155.693	57.8243	4	1.6	"ak11538983"
"3909"	-150.349	63.1428	99.9	2.1	"ak11534419"
"3910"	-117.603	36.054	1.08	1.6	"ci37346104"
"3911"	-97.546	36.2927	5	3	"us200025bd"
"3912"	-117.756	36.5348	9.29	0.98	"ci37346096"
"3913"	-116.569	33.4753	8.35	0.91	"ci37346080"
"3914"	-122.78	38.8095	0.81	0.2	"nc72415945"
"3915"	-122.782	38.8107	0.9	0.22	"nc72415940"
"3916"	-151.727	59.9283	74	2.4	"ak11534409"
"3917"	-122.783	38.8123	2.29	1.91	"nc72415935"
"3918"	-112.07	40.7585	7.23	0.9	"uu60105187"
"3919"	-116.571	33.4662	8.87	0.23	"ci37346064"
"3920"	-97.5171	36.3321	6.626	3.4	"us10001pn8"
"3921"	-146.924	63.5203	1.5	1.3	"ak11534388"
"3922"	-147.158	65.3575	15.5	0.5	"ak11534385"
"3923"	-116.034	33.9332	3.04	1	"ci37346032"
"3924"	-168.515	53.1345	104.2	2	"ak11538976"
"3925"	-146.275	64.6315	9.7	0.4	"ak11534341"
"3926"	-122.791	38.8007	3.44	0.23	"nc72415920"
"3927"	-98.9942	36.5207	5	2.6	"us10001qxe"
"3928"	-148.803	61.6315	11.5	0.3	"ak11534339"
"3929"	-97.5526	36.7521	7.147	2.7	"us10001pmq"
"3930"	-149.336	62.692	2.5	0.3	"ak11534338"
"3931"	-122.83	38.8258	2.67	0.15	"nc72415915"
"3932"	-152.114	61.7215	114.7	1.4	"ak11548034"
"3933"	-116.959	37.0807	9.9637	0.12	"nn00489563"
"3934"	-117.255	37.1751	11.3388	0.5	"nn00487796"
"3935"	-118.84	37.4942	8.45	0.72	"nc72415910"
"3936"	-146.993	61.1196	0	1.7	"ak11534335"
"3937"	-119.677	38.7418	5.8825	0.41	"nn00487783"
"3938"	-116.729	34.3247	1.1	1.21	"ci37346016"
"3939"	-119.702	38.7307	0.67	2.1	"nc72415905"
"3940"	-121.343	36.7392	9.12	0.68	"nc72415900"
"3941"	-122.788	38.8153	3.78	0.96	"nc72415895"
"3942"	-142.51	60.639	4.6	0.9	"ak11534295"
"3943"	-149.29	63.864	114.7	1	"ak11538969"
"3944"	-116.214	33.3482	13.22	2.27	"ci37346008"
"3945"	-123.841	40.1457	22.6	2.13	"nc72415885"
"3946"	-147.759	61.0576	10.3	0.8	"ak11538967"
"3947"	-150.714	62.6312	74.1	1	"ak11538968"
"3948"	-116.204	33.3583	12.42	1.08	"ci37346000"
"3949"	-122.747	38.8018	0.83	1.38	"nc72415880"
"3950"	-152.295	61.1646	113	1.6	"ak11534291"
"3951"	-152.122	62.4358	115.2	1.7	"ak11534288"
"3952"	-122.823	38.808	2.72	0.44	"nc72415870"
"3953"	-122.803	38.8363	2.69	0.44	"nc72415865"
"3954"	-146.902	61.1674	0	1	"ak11534286"
"3955"	-121.336	40.356	8.63	1.22	"nc72415845"
"3956"	-149.798	61.1663	12.7	0.6	"ak11538962"
"3957"	-122.823	38.8095	2.88	0.1	"nc72415840"
"3958"	-151.429	63.1054	14	0.8	"ak11538961"
"3959"	-147.371	64.9828	0	1.1	"ak11534278"
"3960"	-148.893	62.9224	18	0.2	"ak11534279"
"3961"	-122.721	38.7722	2.53	1.12	"nc72415825"
"3962"	-121.753	40.2775	8.02	1.19	"nc72415830"
"3963"	-120.025	39.3214	5.99	0.38	"nn00487932"
"3964"	-148.432	60.5997	15.9	1	"ak11538958"
"3965"	-120.835	35.5393	4.89	0.59	"nc72415820"
"3966"	-148.052	64.8031	10.7	0.1	"ak11534276"
"3967"	-123.519	39.7102	8.09	1.84	"nc72415815"
"3968"	-146.609	61.5371	5.3	1.5	"ak11534273"
"3969"	-112.358	45.7571	0.5	1	"mb15448012"
"3970"	-119.703	39.1698	11.2727	0.6	"nn00487749"
"3971"	-116.03	33.9265	4.99	0.97	"ci37345936"
"3972"	-118.437	33.9632	11.81	1.51	"ci37345920"
"3973"	-122.827	38.8248	2.92	1.07	"nc72415810"
"3974"	-150.146	63.1813	101.2	1.4	"ak11534225"
"3975"	-148.772	62.9356	11.2	0	"ak11534224"
"3976"	-152.128	63.1669	7.1	0.7	"ak11538950"
"3977"	-115.058	37.3777	2.7252	0.6	"nn00487862"
"3978"	-122.797	38.8263	1.67	0.7	"nc72415800"
"3979"	-119.859	46.602	7.26	0.31	"uw60987336"
"3980"	-150.988	63.0583	121.7	2.2	"ak11534213"
"3981"	-149.185	64.7027	19.1	0.8	"ak11534216"
"3982"	-147.518	64.8268	14.6	0.3	"ak11537242"
"3983"	-141.719	61.6511	7.1	1	"ak11534212"
"3984"	-116.399	33.3275	5.69	0.69	"ci37345880"
"3985"	-144.435	63.1607	2.9	2.1	"ak11534207"
"3986"	-111.682	40.7552	9.29	0.95	"uu60105162"
"3987"	-155.366	58.177	0.2	1.3	"ak11538943"
"3988"	-149.872	64.9249	6.9	1	"ak11534205"
"3989"	-148.182	61.0504	10.1	0.9	"ak11538940"
"3990"	-151.595	63.042	12.3	1.7	"ak11534168"
"3991"	-121.435	36.8415	8.16	0.21	"nc72415795"
"3992"	-120.676	36.094	2.28	0.68	"nc72415790"
"3993"	-155.234	19.3562	35.8	1.8	"hv60877976"
"3994"	-148.137	65.3661	15.9	1	"ak11534166"
"3995"	-119.6	38.7243	5.1266	0.77	"nn00487931"
"3996"	-119.608	38.7206	8.4672	0.54	"nn00487929"
"3997"	-116.031	33.9273	3.53	0.88	"ci37345864"
"3998"	-122.822	38.8092	2.7	0.89	"nc72415785"
"3999"	-122.829	38.8388	2.58	0.89	"nc72415780"
"4000"	-122.819	38.8063	2.92	0.15	"nc72415775"
"4001"	-122.807	38.8322	2.92	0.46	"nc72415770"
"4002"	-116.564	33.4695	8.41	0.48	"ci37345856"
"4003"	-148.801	62.7822	14.3	0.1	"ak11534165"
"4004"	-122.722	38.7568	2.99	0.95	"nc72415765"
"4005"	-117.853	36.0838	1.1	0.97	"ci37345848"
"4006"	-116.57	33.4717	8.65	0.64	"ci37345832"
"4007"	-122.83	38.843	2.42	0.8	"nc72415750"
"4008"	-118.857	37.6402	7.06	0.18	"nc71090299"
"4009"	-144.964	63.3612	4	0.6	"ak11538935"
"4010"	-116.564	33.4742	9.09	0.86	"ci37345816"
"4011"	-116.57	33.471	8.47	0.38	"ci37345808"
"4012"	-122.81	38.8257	2.3	0.8	"nc72415740"
"4013"	-118.502	38.5122	9.0759	0.52	"nn00487858"
"4014"	-116.354	33.4062	13.3	0.96	"ci37345800"
"4015"	-146.836	61.3645	19.3	1	"ak11534084"
"4016"	-151.46	63.1084	14.2	0.5	"ak11538931"
"4017"	-116.454	33.5055	7.97	0.3	"ci37345792"
"4018"	-121.5	36.7907	4.39	0.76	"nc72415730"
"4019"	-117.03	34.2707	6.61	0.74	"ci37345784"
"4020"	-112.106	46.2605	9.4	1.1	"mb15205555"
"4021"	-155.581	19.4793	3.2	0.9	"hv60877911"
"4022"	-151.878	62.5516	102.9	1.4	"ak11534122"
"4023"	-121.674	37.2918	1.87	1.26	"nc72415710"
"4024"	-153.14	60.4814	166.3	2.1	"ak11534120"
"4025"	-118.314	34.3655	10.51	1.09	"ci37345760"
"4026"	-155.435	19.38	9.3	1.4	"hv60877896"
"4027"	-150.518	64.7918	15	0.6	"ak11534088"
"4028"	-116.515	33.5123	14.22	0.71	"ci37345752"
"4029"	-148.208	62.9614	8.9	0.4	"ak11534087"
"4030"	-117.534	36.053	1.1	0.76	"ci37345744"
"4031"	-121.59	40.8458	11.09	0.83	"nc72417880"
"4032"	-149.828	61.5219	41.1	1.2	"ak11534085"
"4033"	-97.509	36.2789	6.362	2.7	"us10001qmz"
"4034"	-122.728	38.7583	2.93	1.01	"nc72415705"
"4035"	-116.854	38.8214	8	1.47	"nn00487724"
"4036"	-122.731	38.7557	3.43	0.53	"nc72415700"
"4037"	-148.26	62.9601	13	0.3	"ak11534083"
"4038"	-155.589	19.4738	1.9	0.8	"hv60877886"
"4039"	-115.737	37.0259	1.7777	0.33	"nn00487857"
"4040"	-116.863	33.3437	17.21	0.7	"ci37359728"
"4041"	-116.566	33.4668	10.45	0.68	"ci37345728"
"4042"	-146.462	63.2525	4.1	1.5	"ak11534080"
"4043"	-122.779	38.7943	3.99	0.51	"nc72415695"
"4044"	-116.568	33.4682	8.24	0.04	"ci37345712"
"4045"	-97.3092	36.0232	3.395	2.6	"us10001qeb"
"4046"	-122.826	38.8233	2.12	1.27	"nc72415690"
"4047"	-97.43	36.57	5	2.9	"us10001ppc"
"4048"	-122.942	38.8647	4.39	1.25	"nc72415685"
"4049"	-122.194	37.3203	6.6	1.01	"nc72415680"
"4050"	-149.045	64.866	15.6	0.5	"ak11543901"
"4051"	-122.8	38.8073	4.52	0.54	"nc72415675"
"4052"	-122.797	38.8073	4.12	0.24	"nc72415670"
"4053"	-148.311	62.2305	15	1	"ak11534075"
"4054"	-118.518	38.5122	6.9771	1.42	"nn00487721"
"4055"	-154.211	57.392	7.8	1.4	"ak11538909"
"4056"	-148.333	62.2185	16.9	0.9	"ak11534072"
"4057"	-116.57	35.662	1.7715	0.03	"nn00487919"
"4058"	-143.301	60.7019	10	0.9	"ak11534070"
"4059"	-97.1971	36.3321	5	3.3	"us10001pjp"
"4060"	-122.828	38.8105	2.77	1.13	"nc72415665"
"4061"	-119.626	41.8556	9.3408	1.14	"nn00487914"
"4062"	-155.592	19.4855	3.5	0.5	"hv60877826"
"4063"	-97.05	36.09	4.4	2.3	"us10001pnn"
"4064"	-151.944	61.7703	103.6	1.4	"ak11534039"
"4065"	-116.618	33.2147	17.64	0.93	"ci37345704"
"4066"	-122.817	38.8173	3.49	0.31	"nc72415660"
"4067"	-149.658	63.0714	77.9	1	"ak11534029"
"4068"	-150.546	63.0833	109.7	1.1	"ak11534027"
"4069"	-121.291	35.7952	2.96	1.68	"nc72415655"
"4070"	-148.365	62.2202	15	1	"ak11534025"
"4071"	-153.051	63.9315	9.3	1	"ak11538900"
"4072"	-148.26	62.2241	15.1	0.4	"ak11538899"
"4073"	-152.405	61.0598	110.7	1.3	"ak11538898"
"4074"	-147.907	65.887	5.4	1	"ak11534023"
"4075"	-148.393	61.6954	24.6	1.3	"ak11534018"
"4076"	-148.439	63.4749	1.2	0.4	"ak11534017"
"4077"	-122.828	38.812	2.66	0.8	"nc72415645"
"4078"	-148.36	62.2078	15.1	1	"ak11534007"
"4079"	-148.345	62.2189	9.7	2.5	"ak11533972"
"4080"	-148.396	62.2162	7.2	2.5	"ak11533961"
"4081"	-122.825	38.8158	2.59	0.44	"nc72415640"
"4082"	-116.82	33.598	9.34	0.11	"ci37345696"
"4083"	-152.717	60.0942	102.7	1.3	"ak11538889"
"4084"	-116.569	33.4728	8.33	0.26	"ci37345688"
"4085"	-118.868	37.4983	5.57	0.31	"nc72415635"
"4086"	-118.845	37.5008	8.87	0.97	"nc72415630"
"4087"	-122.733	38.7835	1.89	1.4	"nc72415625"
"4088"	-117.031	34.2773	7.5	1.19	"ci37345680"
"4089"	-121.361	36.7148	2.76	1.13	"nc72415620"
"4090"	-122.802	38.7942	3.76	0.8	"nc72415615"
"4091"	-92.2668	35.4933	3.42	2.04	"nm60006108"
"4092"	-149.253	63.5066	93.2	0.9	"ak11533958"
"4093"	-151.3	59.8208	55.3	1.2	"ak11538885"
"4094"	-153.288	60.0164	119.4	1.8	"ak11538884"
"4095"	-118.783	37.6095	9.17	1.42	"nc72415610"
"4096"	-122.761	38.8217	2.47	0.79	"nc72416450"
"4097"	-119.642	41.8479	6.7831	1.26	"nn00487911"
"4098"	-146.714	63.4903	8	1.4	"ak11533954"
"4099"	-151.75	63.3076	2.2	0.6	"ak11538881"
"4100"	-115.684	33.3112	4.48	1.43	"ci37345672"
"4101"	-150.546	63.2111	122.9	1.1	"ak11536907"
"4102"	-118.776	37.61	9.49	0.72	"nc72415600"
"4103"	-118.796	37.5932	9.89	0.53	"nc72415595"
"4104"	-118.876	37.6632	6.92	0.39	"nc72415590"
"4105"	-118.778	37.6087	8.77	0.51	"nc71090309"
"4106"	-118.781	37.6115	9.75	2.03	"nc71090379"
"4107"	-118.781	37.6102	9.25	1.66	"nc72415580"
"4108"	-150.57	63.0102	111.5	2.5	"ak11533920"
"4109"	-118.797	37.616	8.64	0.14	"nc72415575"
"4110"	-117.022	34.2838	9.9	1.01	"ci37345664"
"4111"	-118.784	37.6085	9.44	1.34	"nc72415565"
"4112"	-118.781	37.6163	9.06	0.97	"nc72415555"
"4113"	-118.783	37.6088	9.16	1.43	"nc72415550"
"4114"	-117.654	34.4025	8.52	0.97	"ci37345656"
"4115"	-122.672	47.7187	19.71	0.54	"uw60987311"
"4116"	-121.239	43.7245	2.26	0.89	"uw60987306"
"4117"	-149.289	61.9068	14.7	0.7	"ak11533918"
"4118"	-116.915	36.4502	9.8944	0.23	"nn00487711"
"4119"	-117.623	36.0255	1.49	0.61	"ci37345648"
"4120"	-116.812	33.599	9.8	0.22	"ci37345640"
"4121"	-119.585	39.6003	8.3455	0.26	"nn00487731"
"4122"	-151.492	62.6347	0.2	1.1	"ak11533915"
"4123"	-110.979	44.8138	8.23	1.98	"uu60105157"
"4124"	-148.989	64.826	10.7	0.5	"ak11533913"
"4125"	-122.819	38.8112	3.62	0.65	"nc72415525"
"4126"	-119.646	41.847	8.2603	1.41	"nn00487729"
"4127"	-118.873	37.6252	9.6	0.41	"nc72415520"
"4128"	-118.781	37.6105	9.38	1.02	"nc72415515"
"4129"	-121.597	46.8548	6.52	0.76	"uw60987301"
"4130"	-119.646	41.8508	7.274	0.9	"nn00487728"
"4131"	-150.235	64.2581	12.1	0.6	"ak11538873"
"4132"	-121.588	36.8988	8.17	0.8	"nc72415500"
"4133"	-121.597	36.8805	6.52	0.26	"nc72415495"
"4134"	-116.585	33.4943	10.7	0.04	"ci37345616"
"4135"	-122.793	38.8182	2.04	0.69	"nc72415490"
"4136"	-122.827	38.8407	2.45	0.18	"nc72415485"
"4137"	-116.809	33.934	18.51	0.78	"ci37345608"
"4138"	-122.775	38.7872	2.59	0.75	"nc72415480"
"4139"	-116.754	33.711	18.33	0.56	"ci37345600"
"4140"	-116.712	34.0027	15.97	1.69	"ci37345592"
"4141"	-122.825	38.8422	2.76	1.22	"nc72415470"
"4142"	-116.757	33.7108	18.05	0.63	"ci37345584"
"4143"	-151.021	61.5844	63.2	1	"ak11538870"
"4144"	-116.752	33.7085	17.45	0.77	"ci37345576"
"4145"	-119.633	41.8648	8.5644	1.5	"nn00487702"
"4146"	-121.3	36.6633	3.25	0.79	"nc72415465"
"4147"	-120.962	40.0113	13.33	1.6	"nn00487700"
"4148"	-116.822	33.5888	9.43	1.4	"ci37345560"
"4149"	-116.569	33.471	7.62	0.24	"ci37345552"
"4150"	-117.778	36.0358	1.99	0.07	"ci37345544"
"4151"	-121.254	36.63	10.06	0.44	"nc72415450"
"4152"	-122.802	38.8227	3.11	0.45	"nc72415445"
"4153"	-146.089	61.8162	18.2	0.8	"ak11538865"
"4154"	-121.123	40.181	19.77	1.37	"nc72415440"
"4155"	-122.78	38.8245	2.07	0.28	"nc72415435"
"4156"	-147.446	63.5086	13.3	0.7	"ak11533827"
"4157"	-97.193	36.4715	5	2.8	"us10001pis"
"4158"	-150.91	63.0448	124.2	2.8	"ak11533819"
"4159"	-122.843	38.8245	2.32	0.43	"nc72415430"
"4160"	-145.955	60.8269	19.4	1.3	"ak11533808"
"4161"	-119.418	37.6907	8.4	1.24	"nc72415425"
"4162"	-141.259	60.2019	0	1.7	"ak11533807"
"4163"	-151.667	62.3473	89.3	1.2	"ak11533806"
"4164"	-122.826	38.8145	2.9	0.88	"nc72415415"
"4165"	-118.836	37.4888	6.74	0.53	"nc72415410"
"4166"	-118.516	38.5147	8.4285	0.3	"nn00487686"
"4167"	-116.027	33.9328	2.47	1.58	"ci37345512"
"4168"	-150.795	61.5171	62.9	1.6	"ak11533791"
"4169"	-117.602	36.06	4.18	0.69	"ci37345504"
"4170"	-119.636	41.8726	9.1013	1.49	"nn00487679"
"4171"	-151.731	62.357	94.9	1.3	"ak11538854"
"4172"	-118.502	38.5121	8.1197	0.57	"nn00487685"
"4173"	-122.788	38.81	2.27	0.77	"nc72415400"
"4174"	-122.827	38.8398	2.85	0.68	"nc72415390"
"4175"	-122.277	38.1742	9.83	0.73	"nc72415395"
"4176"	-121.652	40.3547	5.07	0.32	"nc72415385"
"4177"	-151.19	63.2712	15.7	0.3	"ak11538852"
"4178"	-117.241	37.1747	5.6007	0.45	"nn00487683"
"4179"	-116.766	33.684	20.9	0.57	"ci37345480"
"4180"	-118.665	37.4828	10.64	0.82	"nc72415375"
"4181"	-149.919	62.2787	11.9	0.9	"ak11533787"
"4182"	-116.378	33.1692	12.97	0.83	"ci37345456"
"4183"	-117.412	34.2085	15.77	1.67	"ci37345448"
"4184"	-150.018	61.7309	45.5	1.1	"ak11533785"
"4185"	-122.824	38.8195	3.71	0.46	"nc72415370"
"4186"	-151.31	60.338	58	0.9	"ak11536906"
"4187"	-114.145	44.446	12.1	2	"mb15679404"
"4188"	-118.513	38.5187	10.69	1.15	"nn00487671"
"4189"	-121.133	40.2032	21.75	1.64	"nc72415360"
"4190"	-151.416	63.2947	8.7	1.2	"ak11533777"
"4191"	-121.077	40.1678	6.25	1.97	"nc72415355"
"4192"	-147.357	64.9913	0	1.2	"ak11533771"
"4193"	-122.763	38.8193	3.2	0.29	"nc72415350"
"4194"	-121.065	40.1773	6.49	1.24	"nc72415345"
"4195"	-146.714	63.4906	22.3	1	"ak11533690"
"4196"	-117.252	37.1386	15.6895	0.45	"nn00487662"
"4197"	-151.639	59.8241	55.8	1.1	"ak11536902"
"4198"	-149.647	61.2256	34.5	1.3	"ak11533686"
"4199"	-121.072	40.171	6.62	2.37	"nc72415335"
"4200"	-112.447	44.4533	5	1.2	"mb15153253"
"4201"	-150.63	60.4873	42.3	1.1	"ak11533684"
