"lon"	"lat"	"depth"	"mag"	"ids"
"1421"	-148.964	62.7583	63.3	0.6	"ak11549852"
"1422"	-116.816	33.6045	10.35	0.73	"ci37354720"
"1423"	-96.9124	32.8678	5	2.7	"us10001t33"
"1424"	-119.07	34.6095	7.44	2.14	"ci37354712"
"1425"	-119.086	34.6203	13.79	1.76	"ci37354704"
"1426"	-122.822	38.81	2.84	0.18	"nc72424956"
"1427"	-119.646	41.8568	8.1217	1.45	"nn00489057"
"1428"	-119.63	41.8737	7.4083	1.18	"nn00489059"
"1429"	-116.442	34.3597	0.01	1.57	"ci37354696"
"1430"	-122.877	38.8395	3.37	0.87	"nc72424951"
"1431"	-119.642	41.8578	6.9883	1.62	"nn00489056"
"1432"	-119.643	41.8729	9.5993	2.98	"nn00489054"
"1433"	-116.749	33.7167	19.13	0.76	"ci37354688"
"1434"	-121.833	37.1078	5.32	0.8	"nc72424941"
"1435"	-150.121	63.3234	104.2	1.4	"ak11544212"
"1436"	-148.893	63.4555	11	0.9	"ak11544210"
"1437"	-122.829	38.8267	2.54	1.36	"nc72424936"
"1438"	-111.079	45.0065	14.55	1.77	"uu60106197"
"1439"	-122.812	38.8042	1.19	1.71	"nc72424931"
"1440"	-120.579	36.0138	5.39	0.56	"nc72424926"
"1441"	-117.782	36.033	2.07	0.4	"ci37354680"
"1442"	-150.207	63.4126	127.3	1.3	"ak11549846"
"1443"	-149.408	61.6173	29.6	1.2	"ak11544175"
"1444"	-120.608	39.7528	6.2737	0.59	"nn00489052"
"1445"	-122.699	38.7768	2.49	0.35	"nc72424911"
"1446"	-148.756	63.3086	77.9	0.9	"ak11549843"
"1447"	-116.575	33.4728	9.21	1.65	"ci37354672"
"1448"	-122.875	38.835	2.9	1.18	"nc72424901"
"1449"	-117.803	36.021	1.94	1.07	"ci37354664"
"1450"	-116.565	33.476	9.02	0.79	"ci37354656"
"1451"	-150.768	60.5386	54.3	2.2	"ak11544144"
"1452"	-149.668	64.3674	15.9	0.9	"ak11544143"
"1453"	-149.913	61.586	38.2	1.5	"ak11544142"
"1454"	-149.89	61.5133	58.6	1.5	"ak11544141"
"1455"	-121.981	37.787	9.87	1.45	"nc72424886"
"1456"	-121.982	37.7892	9.17	0.79	"nc72424891"
"1457"	-121.984	37.793	9.79	1.23	"nc72424881"
"1458"	-121.987	37.792	10.03	3.61	"nc72424876"
"1459"	-122.563	47.4955	24.7	0.61	"uw60991636"
"1460"	-121.831	37.1095	4.86	1.12	"nc72424871"
"1461"	-121.823	37.106	4.27	2.62	"nc72424866"
"1462"	-121.587	37.1643	4.69	1.07	"nc72424861"
"1463"	-148.788	61.9889	14.9	1.1	"ak11544108"
"1464"	-149.643	63.9539	9.2	1.3	"ak11544102"
"1465"	-117.028	33.414	9.54	1.09	"ci37354648"
"1466"	-117.026	33.4217	9.77	0.75	"ci37354640"
"1467"	-151.517	62.3872	82	1.3	"ak11549833"
"1468"	-118.578	35.3103	4.67	1.5	"ci37354624"
"1469"	-124.101	40.499	22.02	1.7	"nc72424851"
"1470"	-155.767	19.7688	35.8	1.9	"hv60885171"
"1471"	-150.632	63.3727	18.7	0.6	"ak11549832"
"1472"	-120.574	36.0133	3.49	0.31	"nc72424836"
"1473"	-122.724	38.7498	3.65	0.33	"nc72424831"
"1474"	-116.699	33.6945	18.91	0.9	"ci37354608"
"1475"	-118.377	39.014	7	1.39	"nn00489734"
"1476"	-153.392	59.9973	147	2.3	"ak11549830"
"1477"	-122.815	38.8125	3.53	1.25	"nc72424821"
"1478"	-150.743	63.0968	124.2	2.7	"ak11543889"
"1479"	-89.8252	36.051	10.91	3.6	"us10001t0p"
"1480"	-146.686	61.3033	15.3	1.3	"ak11544024"
"1481"	-97.5638	36.1292	5.41	2.8	"us10001t0l"
"1482"	-122.801	38.7938	3.59	0.89	"nc72424816"
"1483"	-117.602	36.0592	1.45	0.35	"ci37354600"
"1484"	-120.171	41.9633	9.863	0.94	"nn00489066"
"1485"	-122.051	37.8292	6.03	0.91	"nc72424811"
"1486"	-148.978	63.2449	8.5	0.3	"ak11544020"
"1487"	-97.5784	36.1248	3.71	3.4	"us10001t09"
"1488"	-122.764	38.822	3.05	0.2	"nc72424806"
"1489"	-150.312	63.3101	122.6	1.2	"ak11549825"
"1490"	-117.712	36.0225	2.79	0.42	"ci37354584"
"1491"	-150.893	62.837	90.7	1.2	"ak11549824"
"1492"	-117.651	35.7645	8.51	0.66	"ci37354576"
"1493"	-150.42	63.3322	14.7	1.1	"ak11544008"
"1494"	-155.008	19.3568	6.4	2.3	"hv60890351"
"1495"	-122.766	38.8232	2.59	0.53	"nc72424781"
"1496"	-98.0242	36.7679	2.04	3.3	"us10001szu"
"1497"	-150.027	63.0728	84.5	0.9	"ak11549822"
"1498"	-116.574	33.4725	8.25	0.41	"ci37354568"
"1499"	-122.815	47.8565	12.94	0.62	"uw60991601"
"1500"	-116.567	33.4703	7.98	0.32	"ci37354560"
"1501"	-153.115	59.8986	120.9	2	"ak11549821"
"1502"	-121.233	36.6363	7.81	0.67	"nc72424796"
"1503"	-116.559	33.4688	9.52	0.54	"ci37354552"
"1504"	-121.872	48.2897	11.28	0.53	"uw60991586"
"1505"	-147.909	63.4473	6.1	0.8	"ak11544004"
"1506"	-120.872	40.0803	7.53	1.64	"nn00489039"
"1507"	-120.863	40.0878	6.96	1.55	"nc72425346"
"1508"	-116.57	33.4785	10.09	0.84	"ci37354536"
"1509"	-121.041	36.4697	2.8	1.02	"nc72424756"
"1510"	-151.359	63.232	9.7	0.9	"ak11544002"
"1511"	-121.43	36.9358	5.57	1.45	"nc72424746"
"1512"	-122.866	38.8298	3.05	0.87	"nc72424741"
"1513"	-148.957	63.1292	5.4	0	"ak11549817"
"1514"	-151.105	63.3029	15.3	1	"ak11543902"
"1515"	-97.6157	36.5861	5	3	"us10001sze"
"1516"	-111.952	39.9983	5.7	1	"uu60106177"
"1517"	-117.891	36.1782	0.73	2.37	"ci37354528"
"1518"	-121.143	36.5387	8.56	1.62	"nc72424731"
"1519"	-116.564	33.4747	8.36	0.64	"ci37354520"
"1520"	-116.573	33.465	9.06	0.38	"ci37354512"
"1521"	-122.734	38.784	2.33	0.53	"nc72424721"
"1522"	-97.4991	35.8448	4.09	2.6	"us10001syx"
"1523"	-116.033	33.9295	4.86	0.48	"ci37354496"
"1524"	-155.454	19.1615	41.4	1.9	"hv60884991"
"1525"	-122.181	46.199	3.73	0.93	"uw60991541"
"1526"	-155.464	19.1648	43	2.5	"hv60884986"
"1527"	-151.673	61.2063	80	2.3	"ak11543880"
"1528"	-118.138	38.0071	7.4167	2.09	"nn00489033"
"1529"	-150.9	61.9491	72.2	1.4	"ak11543816"
"1530"	-147.37	64.9888	0	1.3	"ak11543814"
"1531"	-97.6077	36.5967	6.13	3.1	"us10001t9g"
"1532"	-118.536	37.4518	12.74	1.06	"nc72424701"
"1533"	-149.464	64.4629	10.4	0.9	"ak11536394"
"1534"	-149.354	63.0719	76.7	1.4	"ak11543810"
"1535"	-121.066	36.543	6.86	1.57	"nc72424686"
"1536"	-136.712	58.8657	10	1.8	"ak11548144"
"1537"	-117.884	36.1712	1.1	1.7	"ci37354448"
"1538"	-148.876	63.6256	0.6	0.4	"ak11543738"
"1539"	-115.006	33.0775	0.01	1.82	"ci37354440"
"1540"	-149.526	63.9509	129.6	1.2	"ak11543737"
"1541"	-123.032	46.1913	0.02	1.03	"uw60991516"
"1542"	-120.453	39.1884	0	0.72	"nn00489090"
"1543"	-118.14	38.0075	8.5663	1	"nn00489017"
"1544"	-150.832	61.5244	63.9	1.9	"ak11543728"
"1545"	-150.942	61.7821	68	1.7	"ak11543723"
"1546"	-122.309	48.3793	0.01	0.61	"uw60991501"
"1547"	-149.255	63.0821	7.3	0.3	"ak11543724"
"1548"	-150.43	63.2767	10.5	0.9	"ak11543660"
"1549"	-116.267	34.7942	6.05	1.71	"ci37354408"
"1550"	-116.57	33.4737	9.05	0.76	"ci37354400"
"1551"	-151.657	63.2815	4.5	0.6	"ak11548134"
"1552"	-116.564	33.4742	8.42	0.58	"ci37354384"
"1553"	-112.468	46.6761	3.4	1.3	"mb15900721"
"1554"	-156.526	57.3533	3.3	1.7	"ak11548132"
"1555"	-150.095	62.1608	13.5	2.1	"ak11543641"
"1556"	-116.568	33.4727	8.61	0.94	"ci37354368"
"1557"	-117.576	36.0558	9.92	0.75	"ci37354360"
"1558"	-117.891	36.1757	1.44	0.74	"ci37354352"
"1559"	-118.163	38.0096	7.9243	1.1	"nn00489007"
"1560"	-117.597	36.0628	1.69	1.53	"ci37354344"
"1561"	-118.097	38.0123	7.3625	0.9	"nn00489004"
"1562"	-122.765	38.7827	0.38	0.27	"nc72424611"
"1563"	-118.586	34.2017	17.91	1.26	"ci37354336"
"1564"	-151.352	63.2459	11.2	0.9	"ak11543591"
"1565"	-116.134	33.0433	11.67	0.85	"ci37354328"
"1566"	-151.432	60.0007	60.8	1.5	"ak11543590"
"1567"	-122.757	38.7785	1.86	0.92	"nc72424586"
"1568"	-97.5648	36.122	5.459	3.2	"us10001svl"
"1569"	-121.595	36.7488	0.01	1.51	"nc72424581"
"1570"	-155.476	19.4135	9.8	1.3	"hv60884771"
"1571"	-152.544	60.45	107	1.7	"ak11543573"
"1572"	-150.088	62.8304	75.4	0.9	"ak11548122"
"1573"	-116.574	33.4717	8.65	0.24	"ci37354312"
"1574"	-116.713	33.6475	15.26	0.86	"ci37354304"
"1575"	-149.109	65.1361	16.5	0.4	"ak11543572"
"1576"	-116.569	33.4647	9.1	0.38	"ci37354288"
"1577"	-151.492	59.9681	65.3	1.1	"ak11543524"
"1578"	-150.904	63.1288	124.1	1.2	"ak11548119"
"1579"	-116.766	34.0243	18.36	1.28	"ci37354264"
"1580"	-116.767	34.02	16.75	0.88	"ci37354256"
"1581"	-147.314	64.832	0.6	0	"ak11543465"
"1582"	-122.816	38.808	4.1	0.53	"nc72424551"
"1583"	-117.489	33.8063	1.75	1.05	"ci37354240"
"1584"	-116.574	33.4747	8.74	0.76	"ci37354232"
"1585"	-152.247	61.3111	6.4	0.7	"ak11543456"
"1586"	-116.569	33.47	8.94	0.93	"ci37354224"
"1587"	-153.367	59.7886	135.4	1.9	"ak11543452"
"1588"	-119.362	37.491	16.84	1.86	"nc72424541"
"1589"	-122.803	38.8028	1.61	0.31	"nc72424531"
"1590"	-116.733	33.7087	19.09	0.81	"ci37354192"
"1591"	-147.27	63.5089	6.6	0.7	"ak11543400"
"1592"	-116.907	34.043	18.39	1.07	"ci37354176"
"1593"	-146.348	61.5398	35.5	1.1	"ak11543396"
"1594"	-116.572	33.4727	9.03	1.41	"ci37354168"
"1595"	-116.782	33.6907	17.2	0.84	"ci37354160"
"1596"	-117.34	35.9845	7.07	1.37	"ci37354152"
"1597"	-152.641	60.1064	95.1	1.4	"ak11548104"
"1598"	-148.766	63.4685	6.2	1.3	"ak11543390"
"1599"	-148.756	62.9046	66.8	0.7	"ak11543389"
"1600"	-119.452	39.8939	14.5321	0.47	"nn00489085"
"1601"	-121.955	37.2728	5.75	0.77	"nc72424471"
"1602"	-146.955	61.137	0	1.4	"ak11533848"
"1603"	-122.829	38.8423	2.33	1.26	"nc72424466"
"1604"	-149.298	65.1994	16.9	1.5	"ak11543386"
"1605"	-122.763	38.8222	2.4	0.56	"nc72424461"
"1606"	-122.742	38.8033	2.52	0.28	"nc72424456"
"1607"	-115.433	32.7622	11.1	1.47	"ci37354136"
"1608"	-122.352	37.9702	4.91	2.65	"nc72424451"
"1609"	-150.503	61.2838	42	1	"ak11548097"
"1610"	-121.43	47.1615	0	1.44	"uw60991241"
"1611"	-146.28	66.3787	24.8	1.1	"ak11548094"
"1612"	-149.998	63.451	9.1	0.5	"ak11543347"
"1613"	-116.568	33.4737	8.02	0.77	"ci37354128"
"1614"	-118.03	35.6603	4.35	0.93	"ci37354120"
"1615"	-122.799	38.8355	2.27	0.92	"nc72424441"
"1616"	-116.826	33.938	18.35	1.05	"ci37354104"
"1617"	-152.589	60.3028	105.2	1.2	"ak11548092"
"1618"	-121.327	36.7052	6.01	1.3	"nc72428631"
"1619"	-151.088	63.2952	12.6	0.7	"ak11548091"
"1620"	-151.064	63.2621	11.9	1.6	"ak11548090"
"1621"	-151.789	62.0213	97.3	1.9	"ak11543343"
"1622"	-150.355	63.3742	17	0.7	"ak11543342"
"1623"	-118.541	35.3225	8.62	1.85	"ci37354096"
"1624"	-116.116	32.8413	11.04	0.88	"ci37354088"
"1625"	-116.568	33.471	8.5	0.48	"ci37354072"
"1626"	-148.591	61.8635	16.1	0.6	"ak11548084"
"1627"	-146.901	60.97	20.2	1	"ak11543341"
"1628"	-151.366	60.0972	53	1.8	"ak11544443"
"1629"	-122.852	38.8242	3.36	0.86	"nc72424431"
"1630"	-122.798	38.8095	1.29	0.68	"nc72424426"
"1631"	-122.759	38.7933	2.1	0.97	"nc72424421"
"1632"	-122.05	37.2617	7.4	1.04	"nc72424416"
"1633"	-119.736	38.6685	8.4465	1.06	"nn00488959"
"1634"	-116.816	33.598	10.18	0.73	"ci37354048"
"1635"	-116.722	33.6635	18.01	0.54	"ci37354040"
"1636"	-141.332	60.175	0	1.3	"ak11543299"
"1637"	-151.072	63.286	10.6	1	"ak11543296"
"1638"	-122.802	38.8652	1.9	0.78	"nc72424411"
"1639"	-116.56	33.4642	9.04	0.39	"ci37354032"
"1640"	-116.498	33.5047	16.07	0.65	"ci37354024"
"1641"	-114.163	44.4513	11.9	2	"mb15426872"
"1642"	-117.89	36.0733	2.16	1.08	"ci37354016"
"1643"	-116.503	33.504	15.4	1.15	"ci37354008"
"1644"	-149.89	61.5215	35.3	1.6	"ak11548280"
"1645"	-149.057	63.0503	80.7	2	"ak11543266"
"1646"	-150.757	59.7598	42.3	0.9	"ak11548070"
"1647"	-117.601	36.0593	0.94	1.17	"ci37354000"
"1648"	-150.83	64.7221	11.8	0.8	"ak11543261"
"1649"	-117.391	37.1592	12.246	2.21	"nn00488006"
"1650"	-122.331	38.236	6.79	1.19	"nc72424391"
"1651"	-141.359	60.1577	0	1.2	"ak11543260"
"1652"	-155.311	19.5118	12.3	1.3	"hv60884601"
"1653"	-111.956	39.9965	8.28	0.71	"uu60106107"
"1654"	-117.259	37.132	16.5814	1.12	"nn00488969"
"1655"	-120.071	39.213	6.46	1.79	"nc72424381"
"1656"	-153.211	60.1778	128.1	1.5	"ak11548065"
"1657"	-122.764	38.821	2.78	1.27	"nc72424376"
"1658"	-141.485	60.1761	0	1.4	"ak11543229"
"1659"	-122.817	38.8227	2.79	0.46	"nc72424371"
"1660"	-151.078	63.2989	14.1	0.7	"ak11543228"
"1661"	-122.81	38.8328	1.53	0.56	"nc72424366"
"1662"	-117.774	36.0317	1.9	0.72	"ci37353992"
"1663"	-116.816	33.6462	12.55	0.66	"ci37353984"
"1664"	-140.709	59.9648	11.6	2.2	"ak11543221"
"1665"	-157.098	58.1114	7.9	1.5	"ak11548060"
"1666"	-116.385	37.0288	9.9731	0.75	"nn00488915"
"1667"	-115.834	36.7546	0.7635	0.16	"nn00488954"
"1668"	-122.114	41.3515	8.54	2.07	"nc72424361"
"1669"	-122.725	38.7817	2.32	0.72	"nc72424356"
"1670"	-116.568	33.4722	8.55	0.08	"ci37353968"
"1671"	-152.092	64.9839	17.1	1.6	"ak11543197"
"1672"	-97.8289	37.0694	5	2.2	"us10001sx4"
"1673"	-120.872	35.2633	5.19	1.18	"nc72424351"
"1674"	-117.602	36.0513	0.71	0.95	"ci37353960"
"1675"	-150.308	61.4603	45.4	2.2	"ak11543187"
"1676"	-122.061	37.6538	4.53	1.07	"nc72424346"
"1677"	-148.85	61.9841	10	1.4	"ak11543181"
"1678"	-151.157	63.3158	14	0.9	"ak11543179"
"1679"	-116.562	33.4677	8.56	0.44	"ci37353952"
"1680"	-116.999	33.8267	9.56	0.85	"ci37353944"
"1681"	-150.623	63.2143	129.4	1.5	"ak11543174"
"1682"	-120.711	39.8841	10.803	0.58	"nn00488952"
"1683"	-117.675	35.7593	7.27	0.37	"ci37353936"
"1684"	-117.651	35.7665	7.35	2.38	"ci37353928"
"1685"	-141.424	60.2396	0	1.2	"ak11543159"
"1686"	-122.783	38.8367	2.25	1.09	"nc72424336"
"1687"	-149.022	62.7454	63.3	0.9	"ak11541416"
"1688"	-119.916	39.3397	6.7217	0.13	"nn00489076"
"1689"	-150.349	63.3256	10.3	2.1	"ak11543154"
"1690"	-119.915	39.3405	6.0973	0.03	"nn00488966"
"1691"	-150.932	63.0049	117.3	1	"ak11548045"
"1692"	-167.089	53.4488	69.3	1.8	"ak11548043"
"1693"	-148.84	62.8125	11.2	0.1	"ak11543152"
"1694"	-150.818	63.155	16.6	0.8	"ak11543150"
"1695"	-122.818	38.8193	2.87	0.56	"nc72424326"
"1696"	-117.34	35.9878	7.24	2	"ci37353920"
"1697"	-116.561	33.4747	8.8	0.79	"ci37353912"
"1698"	-121.92	37.5293	5.34	0.83	"nc72424321"
"1699"	-117.893	36.0952	3.16	0.94	"ci37353904"
"1700"	-118.353	38.378	10.2493	1.36	"nn00488947"
"1701"	-116.56	33.4762	9.57	0.88	"ci37353896"
"1702"	-150.272	64.5115	15.2	0.6	"ak11543138"
"1703"	-155.226	58.0445	111	2	"ak11548036"
"1704"	-146.47	61.7443	29.1	1	"ak11543128"
"1705"	-148.973	61.0117	23.9	0.8	"ak11543127"
"1706"	-122.724	38.783	2.28	1.15	"nc72424311"
"1707"	-116.565	33.4758	8.99	0.91	"ci37353880"
"1708"	-116.573	33.4687	8.26	0.23	"ci37353872"
"1709"	-116.57	33.4722	9.5	0.56	"ci37353864"
"1710"	-149.697	60.0376	23.7	1.2	"ak11543125"
"1711"	-116.568	33.4718	9.71	0.47	"ci37353856"
"1712"	-122.725	38.7833	2.25	1.01	"nc72424306"
"1713"	-116.575	33.4702	8.81	1.5	"ci37353848"
"1714"	-116.563	33.4765	9.29	0.72	"ci37353840"
"1715"	-118.252	37.2404	12.1877	0.87	"nn00488944"
"1716"	-151.069	60.2581	61.2	1.7	"ak11543122"
"1717"	-116.566	33.4708	9.03	0.49	"ci37353832"
"1718"	-148.302	63.1691	75.6	0.8	"ak11543119"
"1719"	-115.933	36.7275	0	0.46	"nn00488943"
"1720"	-122.731	38.7643	2.68	1.12	"nc72424291"
"1721"	-122.816	38.8543	0.92	1.25	"nc72424286"
"1722"	-122.595	45.0193	16.51	1.76	"uw60991061"
"1723"	-150.06	66.2628	16.5	1.2	"ak11543109"
"1724"	-97.2975	36.1169	5.083	2.6	"us10001t47"
"1725"	-117.903	36.1838	2.2	1.03	"ci37353816"
"1726"	-116.565	33.4717	7.87	0.77	"ci37353808"
"1727"	-117.009	37.4369	14.1367	1.1	"nn00488941"
"1728"	-122.736	38.7972	1.82	0.83	"nc72424281"
"1729"	-150.658	60.8164	29	1.3	"ak11543100"
"1730"	-152.207	61.0107	11.2	0.8	"ak11543099"
"1731"	-149.965	65.4424	13.1	0.9	"ak11543097"
"1732"	-150.508	63.2658	129.8	1.7	"ak11543091"
"1733"	179.583	51.9279	4.9	1.9	"ak11543090"
"1734"	-117.456	34.1373	3.54	0.53	"ci37353768"
"1735"	-122.735	38.746	4.19	0.2	"nc72424271"
"1736"	-151.751	59.7636	61.2	1.9	"ak11543083"
"1737"	-150.707	63.1131	118.9	1	"ak11549425"
"1738"	-118.848	37.6553	7.72	1.23	"nc72424266"
"1739"	-117.655	35.0562	2.14	1.55	"ci37353760"
"1740"	-145.042	61.2773	30.2	1.1	"ak11543078"
"1741"	-153.174	59.956	126.4	1.6	"ak11549422"
"1742"	-147.359	64.9905	0	1.2	"ak11543076"
"1743"	-89.4238	36.1985	8.05	0.99	"nm60073297"
"1744"	-151.856	61.9593	95.9	1.2	"ak11549420"
"1745"	-122.717	38.7455	3.13	0.44	"nc72424261"
"1746"	-118.848	37.656	8.19	0.71	"nc72424256"
"1747"	-120.424	35.8872	9.87	0.54	"nc72424251"
"1748"	-112.844	41.5395	7.26	1.32	"uu60106077"
"1749"	-150.485	62.9012	89.4	1.3	"ak11543018"
"1750"	-118.849	37.6562	8.15	0.81	"nc72424241"
"1751"	-116.461	33.4703	10.82	0.39	"ci37353744"
"1752"	-118.849	37.6545	7.85	1.76	"nc72424236"
"1753"	-122.814	38.7978	3.53	1.05	"nc72424231"
"1754"	-122.718	47.3772	23.81	2.58	"uw60991011"
"1755"	-151.542	63.0897	13.7	0.7	"ak11549413"
"1756"	-122.765	38.7865	1.29	0.96	"nc72424226"
"1757"	-122.814	38.8178	3.34	0.24	"nc72424216"
"1758"	-98.9887	36.5162	5	2.5	"us10001t9t"
"1759"	-123.466	43.188	0.01	0.34	"uw60990996"
"1760"	-149.078	61.783	16	0.7	"ak11543011"
"1761"	-122.789	38.8202	2.62	0.41	"nc72424211"
"1762"	-116.573	33.4712	9.14	0.58	"ci37353736"
"1763"	-147.488	64.2032	14.6	1	"ak11543007"
"1764"	-118.839	37.6027	10.1	0.87	"nc72424206"
"1765"	-117.63	33.7883	4.45	1.19	"ci37353728"
"1766"	-118.932	37.6367	7.57	0.3	"nc72424201"
"1767"	-141.342	60.1439	0	1.2	"ak11542958"
"1768"	-116.031	33.9323	5.3	0.77	"ci37353712"
"1769"	-118.839	37.6052	10.53	1.72	"nc72424196"
"1770"	-118.839	37.6025	10.42	1.43	"nc72424191"
"1771"	-116.267	34.7955	7.02	1.69	"ci37129764"
"1772"	-116.262	34.7942	6.56	1.84	"ci37353688"
"1773"	-141.387	60.1965	0	1.2	"ak11542956"
"1774"	-150.103	64.1064	23.8	0.4	"ak11549392"
"1775"	-122.765	38.8212	2.25	0.26	"nc72424181"
"1776"	-117.611	33.7872	3.38	1.05	"ci37353672"
"1777"	-150.694	62.1804	2.4	0.9	"ak11549400"
"1778"	-149.243	64.9056	18.1	0.4	"ak11542862"
"1779"	-117.5	33.8638	0.01	1.23	"ci37353648"
"1780"	-152.834	60.0295	99.7	1.8	"ak11542819"
"1781"	-122.802	38.8327	2.63	0.87	"nc72424171"
"1782"	-149.081	64.6727	14.5	0.6	"ak11542812"
"1783"	-153.152	60.3005	144.6	2.7	"ak11542805"
"1784"	-150.295	62.1452	59.1	1	"ak11542563"
"1785"	-151.069	63.284	3.5	1.2	"ak11542802"
"1786"	-119.068	34.5948	9.37	1.16	"ci37353640"
"1787"	-116.568	33.4747	8.55	0.21	"ci37353624"
"1788"	-151.116	63.2887	10.8	0.5	"ak11549389"
"1789"	-116.461	33.5138	9.26	0.31	"ci37353616"
"1790"	-122.812	38.8347	2.1	0.78	"nc72424161"
"1791"	-150.044	61.6648	31	1.1	"ak11542485"
"1792"	-122.813	38.8215	1.78	0.43	"nc72424151"
"1793"	-150.849	62.0911	69.4	1.2	"ak11542799"
"1794"	-122.805	38.836	2.16	0.19	"nc72424146"
"1795"	-151.482	63.1225	8.1	0.9	"ak11542760"
"1796"	-116.578	33.4708	9.97	0.8	"ci37353600"
"1797"	-151.12	63.3104	19.1	0.6	"ak11549378"
"1798"	-122.832	38.815	3.1	0.16	"nc72424121"
"1799"	-150.767	63.5783	10.8	0.5	"ak11542739"
"1800"	-119.631	41.881	8.6898	1.95	"nn00488867"
"1801"	-116.578	33.4705	8.96	1.04	"ci37353576"
"1802"	-149.818	61.749	46.8	1	"ak11542699"
"1803"	-149.993	60.5216	33.7	1.3	"ak11542697"
"1804"	-122.896	40.0012	4.74	1.54	"nc72424101"
"1805"	-119.096	37.6422	3.88	0.65	"nc72424106"
"1806"	-149.065	64.86	15.2	1.6	"ak11542683"
"1807"	-119.994	39.5655	11.3181	0.09	"nn00489115"
"1808"	-141.26	61.5706	5.9	0.9	"ak11542686"
"1809"	-150.961	60.2757	59.9	1	"ak11549369"
"1810"	-122.761	38.8162	2.76	1.35	"nc72424096"
"1811"	-116.785	34.0115	17.5	0.85	"ci37353544"
"1812"	-122.778	38.7793	5.43	0.34	"nc72424091"
"1813"	-121.756	45.3145	7.13	1.14	"uw60990806"
"1814"	-116.572	33.468	8.78	0.99	"ci37353528"
"1815"	-116.571	33.4722	9.03	1.14	"ci37353520"
"1816"	-97.7934	36.921	2.634	3	"us10001sei"
"1817"	-151.494	63.1015	1.8	0.9	"ak11549365"
"1818"	-153.232	59.7697	114.4	2.4	"ak11542607"
"1819"	-122.813	38.8078	3.62	0.46	"nc72424081"
"1820"	-122.824	38.8395	2.2	0.95	"nc72424076"
"1821"	-122.713	38.7497	0.33	0.61	"nc72424071"
"1822"	-121.745	45.3058	9.13	0.32	"uw60990776"
"1823"	-97.6158	36.6028	2.713	3.4	"us10001scb"
"1824"	-122.819	38.8107	3.63	0.45	"nc72424066"
"1825"	-151.283	63.2123	3.7	0.7	"ak11549361"
"1826"	-116.574	33.4703	9.02	1.13	"ci37353416"
"1827"	-116.567	33.4662	7.91	0.09	"ci37353408"
"1828"	-118.297	35.4895	2.26	1.46	"ci37359400"
"1829"	-116.446	34.267	8.87	1.11	"ci37353392"
"1830"	-97.5257	36.3262	2.554	3	"us10001scn"
"1831"	-116.579	33.4717	9.39	1.69	"ci37353368"
"1832"	-150.877	63.1294	128.2	1.8	"ak11542600"
"1833"	-122.821	38.8123	3.54	1.48	"nc72424056"
"1834"	-145.908	64.9151	9.5	1.3	"ak11542570"
"1835"	-116.564	33.4708	7.84	0.1	"ci37353320"
"1836"	-149.179	62.9079	19.8	0.5	"ak11542569"
"1837"	-151.421	60.0945	63.8	1.3	"ak11542567"
"1838"	-149.024	63.3026	-0.8	0.3	"ak11542566"
"1839"	-144.968	63.345	6.9	1.4	"ak11542564"
"1840"	-119.279	36.1125	19.9	2.28	"nc72424051"
"1841"	-118.418	37.5215	4.56	1.4	"nn00488836"
"1842"	-118.412	37.5157	7.79	1.5	"nc72424041"
"1843"	-148.954	65.1169	0.4	0.3	"ak11542488"
"1844"	-118.402	37.517	8.34	1.02	"nc71090484"
"1845"	-118.865	37.6653	0.2	0.29	"nc72424036"
"1846"	-149.407	62.3162	5.1	0.7	"ak11549352"
"1847"	-124.173	40.2337	11.81	1.87	"nc72424031"
"1848"	-116.522	33.492	15.55	0.45	"ci37353296"
"1849"	-116.31	33.0152	10.02	1.47	"ci37353288"
"1850"	-116.581	33.4677	9.48	2.01	"ci37353280"
"1851"	-152.895	60.1686	100.5	1.2	"ak11549351"
"1852"	-155.49	19.2572	7.8	1.4	"hv60884016"
"1853"	-122.881	38.8333	2.86	0.83	"nc72424006"
"1854"	-150.32	65.1447	13.1	1.3	"ak11542497"
"1855"	-118.538	35.3092	2.79	1.23	"ci37353256"
"1856"	-117.708	36.0482	1.74	0.44	"ci37353264"
"1857"	-155.61	19.4267	2.2	1.3	"hv60883996"
"1858"	-149.191	64.8949	16.8	0.6	"ak11542494"
"1859"	-149.223	64.8773	13.6	1.5	"ak11542492"
"1860"	179.591	51.9369	2	2	"ak11542491"
"1861"	-116.441	33.496	3.72	0.41	"ci37353248"
"1862"	-122.028	37.9617	11.39	1.61	"nc72424001"
"1863"	-147.077	61.2344	15	0.9	"ak11542490"
"1864"	-149.659	62.6777	63.1	1.4	"ak11542486"
"1865"	-121.324	36.6905	3.9	1.5	"nc72423996"
"1866"	-119.069	34.606	7.36	1.6	"ci37353240"
"1867"	-148.915	62.0546	15.1	0.7	"ak11549341"
"1868"	-122.808	38.8338	2.74	0.46	"nc72423986"
"1869"	-117.805	36.011	1.54	0.45	"ci37353224"
"1870"	-153.143	59.8018	110.6	1.5	"ak11549339"
"1871"	-139.562	60.0309	0	1.9	"ak11542466"
"1872"	-122.757	38.7932	1.9	0.72	"nc72423981"
"1873"	-151.112	63.2886	11.4	0.7	"ak11549337"
"1874"	-149.301	64.7048	20	0.6	"ak11542463"
"1875"	-152.44	60.7646	108.7	1.4	"ak11549335"
